Divisions		Files Generated		Time
1413		8		26.137000
1414		8		25.963000
1415		8		25.970000
1416		8		25.897000
1417		8		25.943000
1418		8		25.714000
1419		8		26.357000
1420		8		25.947000
1421		8		26.026000
1422		8		26.046000
1423		8		26.339000
1424		8		25.870000
1425		8		25.871000
1426		8		25.823000
1427		8		26.735000
1428		8		26.141000
1429		8		25.906000
1430		8		25.865000
1431		8		26.574000
1432		8		26.048000
1433		8		26.039000
1434		8		26.450000
1435		8		25.896000
1436		8		25.891000
1437		8		25.896000
1438		8		27.223000
1439		8		26.002000
1440		8		25.773000
1441		8		25.892000
1442		8		26.411000
1443		8		26.097000
1444		8		26.090000
1445		8		25.932000
1446		8		25.917000
1447		8		25.907000
1448		8		25.932000
1449		8		26.651000
1450		8		26.248000
1451		8		25.892000
1452		8		26.042000
1453		8		26.481000
1454		8		26.213000
1455		8		26.143000
1456		8		26.001000
1457		8		26.379000
1458		8		26.011000
1459		8		25.987000
1460		8		26.176000
1461		8		26.511000
1462		8		25.676000
1463		7		25.265000
1464		7		25.325000
1465		7		26.413000
1466		7		25.619000
1467		7		25.266000
1468		7		25.296000
1469		7		25.764000
1470		7		25.315000
1471		7		25.427000
1472		7		25.406000
1473		7		25.776000
1474		7		25.345000
1475		7		25.315000
1476		7		25.567000
1477		7		26.095000
1478		7		25.299000
1479		7		25.293000
1480		7		25.334000
1481		7		26.609000
1482		7		25.612000
1483		7		25.222000
1484		7		25.413000
1485		7		25.850000
1486		7		25.579000
1487		7		25.469000
1488		7		25.207000
1489		7		25.910000
1490		7		25.298000
1491		7		25.536000
1492		7		25.487000
1493		7		25.081000
1494		7		25.321000
1495		7		25.335000
1496		7		25.488000
1497		7		25.491000
1498		7		25.109000
1499		7		25.150000
1500		7		25.096000
1501		7		25.411000
1502		7		25.368000
1503		7		25.288000
1504		7		25.351000
1505		7		26.468000
1506		7		25.670000
1507		7		25.937000
1508		7		25.953000
1509		7		25.141000
1510		7		25.762000
1511		7		25.906000
1512		7		25.550000
1513		7		25.682000
1514		7		25.140000
1515		7		25.608000
1516		7		25.537000
1517		7		25.344000
1518		7		25.296000
1519		7		25.177000
1520		7		25.182000
1521		7		25.196000
1522		7		25.241000
1523		7		25.132000
1524		7		25.252000
1525		7		26.241000
1526		7		25.920000
1527		7		25.962000
1528		7		25.318000
1529		7		25.486000
1530		7		25.835000
1531		7		25.721000
1532		7		33.085000
1533		7		25.387000
1534		7		25.194000
1535		7		25.051000
1536		7		33.465000
1537		7		25.059000
1538		7		25.058000
1539		7		25.096000
1540		7		28.841000
1541		7		25.130000
1542		7		25.138000
1543		7		27.100000
1544		7		26.326000
1545		7		25.504000
1546		7		25.523000
1547		7		30.723000
1548		7		25.521000
1549		7		25.285000
1550		7		25.353000
1551		7		33.447000
1552		7		25.281000
1553		7		25.288000
1554		7		25.318000
1555		7		31.925000
1556		7		25.695000
1557		7		25.337000
1558		7		26.134000
1559		7		25.992000
1560		7		25.358000
1561		7		25.266000
1562		7		27.769000
1563		7		28.405000
1564		7		25.361000
1565		7		25.394000
1566		7		33.059000
1567		7		25.327000
1568		7		25.216000
1569		7		26.158000
1570		7		86.174000
1571		7		27.956000
1572		7		25.559000
1573		7		25.405000
1574		7		25.384000
1575		7		31.432000
1576		7		25.600000
1577		7		25.423000
1578		7		25.366000
1579		7		33.544000
1580		7		25.450000
1581		7		25.384000
1582		7		25.461000
1583		7		30.405000
1584		7		25.496000
1585		7		25.539000
1586		7		28.451000
1587		7		25.871000
1588		7		25.488000
1589		7		25.467000
1590		7		32.350000
1591		7		25.972000
1592		7		25.648000
1593		7		25.558000
1594		7		26.024000
1595		7		25.709000
1596		7		25.591000
1597		7		25.500000
1598		7		25.966000
1599		7		25.470000
1600		7		25.525000
1601		7		25.582000
1602		7		25.963000
1603		7		24.708000
1604		7		23.165000
1605		7		28.541000
1606		7		23.295000
1607		7		23.291000
1608		7		28.070000
1609		7		23.333000
1610		7		30.658000
1611		7		23.062000
1612		7		22.990000
1613		7		22.861000
1614		7		23.418000
1615		7		72.060000
1616		7		23.912000
1617		7		23.530000
1618		7		24.006000
1619		7		58.840000
1620		7		23.471000
1621		7		23.498000
1622		7		24.027000
1623		7		81.987000
1624		7		24.013000
1625		7		23.578000
1626		7		23.869000
1627		7		67.393000
1628		7		23.583000
1629		7		23.418000
1630		7		23.555000
1631		7		22.874000
1632		7		32.871000
1633		7		26.443000
1634		7		23.444000
1635		7		23.655000
1636		7		23.150000
1637		7		25.501000
1638		7		31.293000
1639		7		23.512000
1640		7		23.635000
1641		7		23.138000
1642		7		31.680000
1643		7		24.139000
1644		7		20.889000
1645		7		21.654000
1646		7		22.393000
1647		7		20.679000
1648		7		44.712000
1649		7		20.740000
1650		7		20.687000
1651		7		20.266000
1652		7		20.790000
1653		7		20.829000
1654		7		20.154000
1655		7		20.796000
1656		7		20.258000
1657		7		20.627000
1658		7		20.677000
1659		7		20.117000
1660		7		20.817000
1661		7		20.817000
1662		7		20.276000
1663		7		20.757000
1664		7		20.790000
1665		7		20.111000
1666		7		20.864000
1667		7		20.932000
1668		7		20.130000
1669		7		20.798000
1670		7		20.894000
1671		7		20.241000
1672		7		20.646000
1673		7		20.291000
1674		7		20.417000
1675		7		20.374000
1676		7		20.314000
1677		7		21.025000
1678		7		20.596000
1679		7		20.349000
1680		7		20.436000
1681		7		20.482000
1682		7		20.241000
1683		7		20.523000
1684		7		20.541000
1685		7		20.275000
1686		7		20.544000
1687		7		20.624000
1688		7		20.452000
1689		7		20.599000
1690		7		20.387000
1691		7		20.976000
1692		7		20.886000
1693		7		20.252000
1694		7		21.085000
1695		7		21.041000
1696		7		20.269000
1697		7		20.973000
1698		7		20.997000
1699		7		20.384000
1700		7		21.056000
1701		7		20.999000
1702		7		20.355000
1703		7		21.162000
1704		7		20.981000
1705		7		20.043000
1706		7		20.550000
1707		6		19.759000
1708		6		18.995000
1709		6		19.702000
1710		6		18.996000
1711		6		19.801000
1712		6		19.353000
1713		6		18.990000
1714		6		19.206000
1715		6		19.143000
1716		6		19.019000
1717		6		19.073000
1718		6		19.062000
1719		6		19.265000
1720		6		19.268000
1721		6		19.056000
1722		6		19.108000
1723		6		19.113000
1724		6		19.389000
1725		6		19.277000
1726		6		19.035000
1727		6		19.486000
1728		6		18.898000
1729		6		19.449000
1730		6		19.454000
1731		6		18.956000
1732		6		19.488000
1733		6		19.313000
1734		6		19.105000
1735		6		19.486000
1736		6		19.014000
1737		6		19.514000
1738		6		19.504000
1739		6		19.034000
1740		6		19.391000
1741		6		18.995000
1742		6		19.526000
1743		6		19.551000
1744		6		18.977000
1745		6		19.444000
1746		6		19.000000
1747		6		19.469000
1748		6		19.472000
1749		6		19.124000
1750		6		20.234000
1751		6		19.568000
1752		6		19.092000
1753		6		19.957000
1754		6		19.084000
1755		6		19.588000
1756		6		19.521000
1757		6		19.057000
1758		6		19.450000
1759		6		19.039000
1760		6		19.405000
1761		6		19.422000
1762		6		19.046000
1763		6		19.536000
1764		6		19.449000
1765		6		19.059000
1766		6		19.921000
1767		6		19.008000
1768		6		19.640000
1769		6		19.702000
1770		6		19.086000
1771		6		19.600000
1772		6		19.038000
1773		6		19.686000
1774		6		19.724000
1775		6		19.201000
1776		6		19.643000
1777		6		19.096000
1778		6		19.574000
1779		6		19.606000
1780		6		19.096000
1781		6		19.703000
1782		6		19.647000
1783		6		19.285000
1784		6		19.708000
1785		6		19.110000
1786		6		19.731000
1787		6		19.712000
1788		6		19.090000
1789		6		19.750000
1790		6		19.053000
1791		6		19.727000
1792		6		19.476000
1793		6		18.987000
1794		6		19.616000
1795		6		19.206000
1796		6		19.443000
1797		6		19.555000
1798		6		18.971000
1799		6		19.839000
1800		6		19.827000
1801		6		19.097000
1802		6		20.105000
1803		6		19.040000
1804		6		19.689000
1805		6		19.605000
1806		6		19.011000
1807		6		19.722000
1808		6		19.229000
1809		6		19.540000
1810		6		19.678000
1811		6		19.136000
1812		6		19.797000
1813		6		20.055000
1814		6		19.086000
1815		6		32.660000
1816		6		19.067000
1817		6		20.527000
1818		6		20.262000
1819		6		19.680000
1820		6		19.407000
1821		6		22.895000
1822		6		19.196000
1823		6		19.852000
1824		6		22.195000
1825		6		19.158000
1826		6		19.663000
1827		6		19.252000
1828		6		19.202000
1829		6		19.143000
1830		6		19.320000
1831		6		19.772000
1832		6		19.255000
1833		6		19.173000
1834		6		19.078000
1835		6		19.444000
1836		6		19.326000
1837		6		19.152000
1838		6		19.131000
1839		6		19.097000
1840		6		19.366000
1841		6		19.288000
1842		6		19.077000
1843		6		21.189000
1844		6		21.883000
1845		6		21.693000
1846		6		22.494000
1847		6		22.097000
1848		6		21.899000
1849		6		21.982000
1850		6		21.994000
1851		6		22.498000
1852		6		21.919000
1853		6		21.950000
1854		6		21.926000
1855		6		21.881000
1856		6		21.838000
1857		6		21.968000
1858		6		21.739000
1859		6		21.971000
1860		6		21.927000
1861		6		21.703000
1862		6		22.009000
1863		6		21.982000
1864		6		21.788000
1865		6		21.954000
1866		6		22.037000
1867		6		21.768000
1868		6		22.089000
1869		6		22.523000
1870		6		22.127000
1871		6		21.949000
1872		6		21.900000
1873		6		22.686000
1874		6		22.330000
1875		6		22.754000
1876		6		22.624000
1877		6		22.062000
1878		6		22.318000
1879		6		22.362000
1880		6		22.532000
1881		6		21.782000
1882		6		22.523000
1883		6		22.639000
1884		6		21.932000
1885		6		22.593000
1886		6		22.436000
1887		6		22.551000
1888		6		21.769000
1889		6		22.575000
1890		6		22.593000
1891		6		21.879000
1892		6		22.596000
1893		6		22.562000
1894		6		22.574000
1895		6		21.903000
1896		6		23.966000
1897		6		22.566000
1898		6		21.784000
1899		6		22.563000
1900		6		22.113000
1901		6		21.998000
1902		6		22.087000
1903		6		21.984000
1904		6		22.104000
1905		6		21.852000
1906		6		22.806000
1907		6		22.232000
1908		6		21.805000
1909		6		22.025000
1910		6		22.491000
1911		6		21.903000
1912		6		22.023000
1913		6		22.043000
1914		6		22.018000
1915		6		22.483000
1916		6		21.961000
1917		6		21.985000
1918		6		21.849000
1919		6		22.478000
1920		6		22.351000
1921		6		21.719000
1922		6		22.494000
1923		6		22.464000
1924		6		22.449000
1925		6		21.814000
1926		6		22.442000
1927		6		22.553000
1928		6		21.865000
1929		6		22.137000
1930		6		22.030000
1931		6		21.796000
1932		6		22.019000
1933		6		22.581000
1934		6		22.619000
1935		6		21.948000
1936		6		22.484000
1937		6		22.653000
1938		6		21.918000
1939		6		22.884000
1940		6		22.097000
1941		6		22.864000
1942		6		23.027000
1943		6		22.597000
1944		6		22.507000
1945		6		21.899000
1946		6		22.698000
1947		6		22.477000
1948		6		21.962000
1949		6		22.519000
1950		6		22.578000
1951		6		22.660000
1952		6		21.886000
1953		6		22.882000
1954		6		22.550000
1955		6		21.945000
1956		6		22.290000
1957		6		22.385000
1958		6		22.411000
1959		6		22.058000
1960		6		22.299000
1961		6		22.348000
1962		6		21.986000
1963		6		22.605000
1964		6		22.721000
1965		6		22.178000
1966		6		22.162000
1967		6		22.156000
1968		6		22.481000
1969		6		22.575000
1970		6		22.472000
1971		6		22.579000
1972		6		22.052000
1973		6		22.737000
1974		6		22.491000
1975		6		22.540000
1976		6		22.165000
1977		6		22.546000
1978		6		22.626000
1979		6		22.081000
1980		6		22.530000
1981		6		22.591000
1982		6		22.548000
1983		6		22.149000
1984		6		22.544000
1985		6		22.543000
1986		6		22.090000
1987		6		22.509000
1988		6		22.531000
1989		6		22.516000
1990		6		22.116000
1991		6		22.544000
1992		6		22.672000
1993		6		22.052000
1994		6		22.628000
1995		6		22.591000
1996		6		22.265000
1997		6		22.358000
1998		6		22.486000
1999		6		22.643000
2000		6		22.079000
2001		6		22.583000
2002		6		22.600000
2003		6		22.068000
2004		6		22.595000
2005		6		22.610000
2006		6		22.234000
2007		6		22.149000
2008		6		22.608000
2009		6		22.223000
2010		6		22.049000
2011		6		22.180000
2012		6		22.125000
2013		6		22.500000
2014		6		22.157000
2015		6		22.220000
2016		6		22.397000
2017		6		22.552000
2018		6		22.152000
2019		6		22.104000
2020		6		22.072000
2021		6		22.153000
2022		6		23.216000
2023		6		29.216000
2024		6		29.257000
2025		6		29.187000
2026		6		29.564000
2027		6		29.550000
2028		6		29.598000
2029		6		30.367000
2030		6		30.133000
2031		6		30.009000
2032		6		29.729000
2033		6		29.813000
2034		6		29.421000
2035		6		29.402000
2036		6		29.306000
2037		6		29.704000
2038		6		29.204000
2039		6		29.197000
2040		6		29.573000
2041		6		29.142000
2042		6		29.115000
2043		6		29.627000
2044		6		29.679000
2045		6		29.697000
2046		6		29.375000
2047		6		29.241000
2048		5		28.525000
2049		5		28.411000
2050		5		28.516000
2051		5		27.817000
2052		5		28.325000
2053		5		28.465000
2054		5		28.465000
2055		5		28.534000
2056		5		28.556000
2057		5		28.751000
2058		5		28.753000
2059		5		28.601000
2060		5		28.639000
2061		5		28.694000
2062		5		27.897000
2063		5		29.627000
2064		5		28.735000
2065		5		28.706000
2066		5		28.691000
2067		5		29.087000
2068		5		28.927000
2069		5		28.918000
2070		5		28.696000
2071		5		28.905000
2072		5		29.096000
2073		5		28.182000
2074		5		28.748000
2075		5		28.785000
2076		5		28.735000
2077		5		28.748000
2078		5		28.776000
2079		5		28.873000
2080		5		28.952000
2081		5		28.704000
2082		5		28.743000
2083		5		28.061000
2084		5		28.690000
2085		5		28.909000
2086		5		28.827000
2087		5		28.396000
2088		5		28.244000
2089		5		28.936000
2090		5		28.498000
2091		5		28.283000
2092		5		28.342000
2093		5		28.736000
2094		5		28.307000
2095		5		28.316000
2096		5		28.722000
2097		5		28.380000
2098		5		29.289000
2099		5		29.235000
2100		5		29.598000
2101		5		28.889000
2102		5		28.957000
2103		5		28.947000
2104		5		28.234000
2105		5		28.756000
2106		5		28.968000
2107		5		28.933000
2108		5		28.933000
2109		5		28.997000
2110		5		29.209000
2111		5		29.120000
2112		5		28.935000
2113		5		30.875000
2114		5		28.999000
2115		5		28.355000
2116		5		28.785000
2117		5		29.010000
2118		5		29.054000
2119		5		29.092000
2120		5		28.993000
2121		5		29.116000
2122		5		29.186000
2123		5		29.145000
2124		5		29.209000
2125		5		29.253000
2126		5		28.599000
2127		5		28.901000
2128		5		28.931000
2129		5		29.033000
2130		5		29.066000
2131		5		28.932000
2132		5		28.556000
2133		5		28.617000
2134		5		29.202000
2135		5		29.523000
2136		5		28.987000
2137		5		28.448000
2138		5		28.910000
2139		5		28.936000
2140		5		29.013000
2141		5		29.061000
2142		5		28.909000
2143		5		29.066000
2144		5		29.001000
2145		5		29.496000
2146		5		29.048000
2147		5		29.102000
2148		5		28.350000
2149		5		29.131000
2150		5		29.309000
2151		5		29.242000
2152		5		29.050000
2153		5		29.168000
2154		5		29.168000
2155		5		29.289000
2156		5		29.120000
2157		5		29.190000
2158		5		28.657000
2159		5		28.862000
2160		5		28.726000
2161		5		24.675000
2162		5		24.480000
2163		5		24.458000
2164		5		23.984000
2165		5		24.472000
2166		5		24.496000
2167		5		24.399000
2168		5		24.995000
2169		5		24.272000
2170		5		24.530000
2171		5		24.517000
2172		5		24.410000
2173		5		24.068000
2174		5		24.416000
2175		5		24.819000
2176		5		24.172000
2177		5		24.117000
2178		5		24.502000
2179		5		24.162000
2180		5		24.251000
2181		5		24.210000
2182		5		24.232000
2183		5		24.571000
2184		5		24.276000
2185		5		24.321000
2186		5		24.203000
2187		5		24.721000
2188		5		24.319000
2189		5		24.734000
2190		5		24.561000
2191		5		24.409000
2192		5		24.600000
2193		5		24.610000
2194		5		24.659000
2195		5		24.624000
2196		5		25.082000
2197		5		24.627000
2198		5		24.712000
2199		5		24.750000
2200		5		24.836000
2201		5		24.725000
2202		5		24.786000
2203		5		24.681000
2204		5		24.660000
2205		5		24.756000
2206		5		24.605000
2207		5		24.682000
2208		5		25.008000
2209		5		25.023000
2210		5		24.563000
2211		5		24.670000
2212		5		24.687000
2213		5		24.267000
2214		5		24.696000
2215		5		24.704000
2216		5		24.714000
2217		5		24.535000
2218		5		24.394000
2219		5		24.718000
2220		5		24.708000
2221		5		24.734000
2222		5		24.298000
2223		5		24.709000
2224		5		24.695000
2225		5		24.687000
2226		5		24.340000
2227		5		24.884000
2228		5		24.939000
2229		5		24.730000
2230		5		24.601000
2231		5		24.483000
2232		5		24.934000
2233		5		24.623000
2234		5		24.621000
2235		5		24.611000
2236		5		24.964000
2237		5		24.658000
2238		5		24.633000
2239		5		24.953000
2240		5		24.408000
2241		5		24.911000
2242		5		24.504000
2243		5		24.712000
2244		5		24.609000
2245		5		24.505000
2246		5		24.608000
2247		5		24.724000
2248		5		24.736000
2249		5		24.527000
2250		5		24.605000
2251		5		24.679000
2252		5		24.806000
2253		5		25.095000
2254		5		24.706000
2255		5		24.677000
2256		5		25.119000
2257		5		25.181000
2258		5		24.537000
2259		5		24.769000
2260		5		25.077000
2261		5		24.803000
2262		5		24.833000
2263		5		24.619000
2264		5		25.081000
2265		5		24.731000
2266		5		24.798000
2267		5		24.678000
2268		5		24.697000
2269		5		25.185000
2270		5		24.719000
2271		5		24.644000
2272		5		24.373000
2273		5		25.056000
2274		5		24.672000
2275		5		24.711000
2276		5		24.566000
2277		5		24.737000
2278		5		25.061000
2279		5		25.338000
2280		5		25.302000
2281		5		24.619000
2282		5		25.198000
2283		5		24.759000
2284		5		24.800000
2285		5		24.683000
2286		5		24.924000
2287		5		24.568000
2288		5		24.483000
2289		5		25.065000
2290		5		24.662000
2291		5		24.699000
2292		5		24.696000
2293		5		25.161000
2294		5		24.777000
2295		5		24.560000
2296		5		24.704000
2297		5		24.801000
2298		5		25.186000
2299		5		24.772000
2300		5		24.697000
2301		5		24.767000
2302		5		25.164000
2303		5		24.826000
2304		5		24.490000
2305		5		24.780000
2306		5		25.107000
2307		5		24.853000
2308		5		24.787000
2309		5		24.679000
2310		5		25.276000
2311		5		24.826000
2312		5		24.825000
2313		5		25.083000
2314		5		25.290000
2315		5		24.986000
2316		5		25.012000
2317		5		25.021000
2318		5		24.693000
2319		5		24.846000
2320		5		24.807000
2321		5		25.249000
2322		5		24.993000
2323		5		24.645000
2324		5		24.910000
2325		5		25.265000
2326		5		25.377000
2327		5		24.906000
2328		5		24.822000
2329		5		24.951000
2330		5		25.384000
2331		5		25.034000
2332		5		24.793000
2333		5		24.983000
2334		5		25.341000
2335		5		24.999000
2336		5		24.895000
2337		5		24.770000
2338		5		25.261000
2339		5		24.940000
2340		5		25.317000
2341		5		25.283000
2342		5		25.258000
2343		5		25.312000
2344		5		25.257000
2345		5		24.941000
2346		5		25.282000
2347		5		24.948000
2348		5		24.933000
2349		5		24.868000
2350		5		24.974000
2351		5		24.891000
2352		5		24.926000
2353		5		25.433000
2354		5		25.570000
2355		5		25.508000
2356		5		24.905000
2357		5		25.217000
2358		5		23.462000
2359		5		22.990000
2360		5		22.323000
2361		5		22.981000
2362		5		23.052000
2363		5		22.647000
2364		5		22.812000
2365		5		22.936000
2366		5		22.971000
2367		5		22.322000
2368		5		22.942000
2369		5		22.931000
2370		5		22.430000
2371		5		22.910000
2372		5		22.967000
2373		5		23.060000
2374		5		22.301000
2375		5		23.031000
2376		5		23.002000
2377		5		22.472000
2378		5		22.943000
2379		5		22.993000
2380		5		23.123000
2381		5		22.322000
2382		5		23.062000
2383		5		23.072000
2384		5		22.524000
2385		5		22.927000
2386		5		22.996000
2387		5		23.071000
2388		5		22.420000
2389		5		23.208000
2390		5		23.131000
2391		5		22.736000
2392		5		22.791000
2393		5		23.062000
2394		5		23.209000
