Divisions		Files Generated		Time
399		26		32.740000
400		26		34.021000
401		26		32.656000
402		26		32.851000
403		26		33.932000
404		26		32.715000
405		26		32.765000
406		26		33.892000
407		26		32.976000
408		26		33.061000
409		26		33.098000
410		25		32.883000
411		25		34.026000
412		25		32.914000
413		25		32.898000
414		25		32.819000
415		25		33.385000
416		25		32.741000
417		25		32.810000
418		25		32.892000
419		25		33.102000
420		25		34.490000
421		25		33.068000
422		25		34.541000
423		25		32.970000
424		25		33.067000
425		25		34.418000
426		25		33.255000
427		24		31.812000
428		24		31.905000
429		24		31.671000
430		24		32.219000
431		24		32.073000
432		24		31.549000
433		24		31.698000
434		24		31.589000
435		24		32.098000
436		24		32.340000
437		24		31.682000
438		24		32.060000
439		24		32.091000
440		24		31.855000
441		24		31.865000
442		24		31.634000
443		24		31.727000
444		24		32.890000
445		24		31.745000
446		23		31.828000
447		23		31.491000
448		23		33.529000
449		23		32.350000
450		23		31.401000
451		23		31.401000
452		23		31.573000
453		23		33.349000
454		23		31.516000
455		23		31.532000
456		23		32.666000
457		23		31.641000
458		23		31.548000
459		23		32.961000
460		23		31.670000
461		23		30.066000
462		23		27.861000
463		23		29.324000
464		23		28.123000
465		23		27.867000
466		22		27.509000
467		22		27.845000
468		22		27.458000
469		22		27.981000
470		22		27.225000
471		22		27.254000
472		22		27.190000
473		22		27.422000
474		22		27.551000
475		22		28.588000
476		22		28.482000
477		22		27.659000
478		22		28.043000
479		22		27.880000
480		22		27.700000
481		22		27.419000
482		22		28.840000
483		22		27.914000
484		22		27.834000
485		22		28.027000
486		22		28.196000
487		22		27.897000
488		21		27.575000
489		21		27.982000
490		21		27.194000
491		21		29.288000
492		21		27.845000
493		21		29.362000
494		21		28.015000
495		21		28.404000
496		21		28.486000
497		21		28.357000
498		21		39.516000
499		21		28.517000
500		21		39.346000
501		21		28.465000
502		21		28.019000
503		21		27.700000
504		21		29.253000
505		21		29.261000
506		21		27.814000
507		21		27.836000
508		21		29.208000
509		21		27.831000
510		21		28.245000
511		21		82.780000
512		20		33.471000
513		20		26.905000
514		20		27.532000
515		20		27.130000
516		20		27.602000
517		20		57.292000
518		20		28.472000
519		20		27.336000
520		20		27.420000
521		20		26.965000
522		20		27.572000
523		20		62.185000
524		20		27.401000
525		20		27.162000
526		20		28.072000
527		20		56.237000
528		20		27.753000
529		20		27.501000
530		20		27.810000
531		20		27.628000
532		20		27.607000
533		20		27.626000
534		20		27.647000
535		20		40.520000
536		20		27.700000
537		20		27.579000
538		20		28.566000
539		19		28.273000
540		19		28.159000
541		19		27.008000
542		19		27.569000
543		19		27.295000
544		19		27.234000
545		19		27.697000
546		19		38.647000
547		19		27.522000
548		19		27.465000
549		19		28.238000
550		19		27.548000
551		19		27.459000
552		19		28.365000
553		19		27.954000
554		19		27.787000
555		19		27.617000
556		19		28.701000
557		19		27.406000
558		19		27.412000
559		19		27.316000
560		19		27.278000
561		19		27.761000
562		19		27.674000
563		19		27.814000
564		19		28.488000
565		19		28.038000
566		19		27.866000
567		19		27.950000
568		19		27.772000
569		18		27.970000
570		18		27.595000
571		18		27.828000
572		18		27.848000
573		18		28.057000
574		18		27.653000
575		18		27.530000
576		18		27.719000
577		18		27.082000
578		18		37.997000
579		18		28.936000
580		18		27.114000
581		18		28.804000
582		18		32.075000
583		18		27.463000
584		18		27.518000
585		18		28.566000
586		18		27.783000
587		18		27.728000
588		18		27.698000
589		18		28.799000
590		18		27.425000
591		18		27.687000
592		18		27.702000
593		18		27.779000
594		18		27.565000
595		18		27.393000
596		18		27.492000
597		18		27.409000
598		18		27.415000
599		18		30.800000
600		18		31.603000
601		18		31.601000
602		18		31.570000
603		17		32.206000
604		17		31.375000
605		17		31.391000
606		17		32.447000
607		17		31.483000
608		17		31.340000
609		17		32.303000
610		17		31.515000
611		17		31.607000
612		17		32.587000
613		17		31.684000
614		17		31.612000
615		17		31.717000
616		17		32.661000
617		17		31.844000
618		17		31.525000
619		17		31.553000
620		17		31.808000
621		17		31.906000
622		17		33.162000
623		17		32.320000
624		17		31.878000
625		17		32.755000
626		17		31.671000
627		17		32.026000
628		17		31.584000
629		17		32.864000
630		17		31.919000
631		17		32.007000
632		17		32.157000
633		17		32.913000
634		17		32.024000
635		17		32.713000
636		17		32.083000
637		17		32.841000
638		17		33.201000
639		17		31.803000
640		16		28.016000
641		16		28.075000
642		16		28.136000
643		16		27.609000
644		16		29.131000
645		16		28.374000
646		16		28.233000
647		16		28.262000
648		16		28.317000
649		16		28.761000
650		16		28.103000
651		16		28.598000
652		16		28.900000
653		16		28.078000
654		16		28.063000
655		16		28.857000
656		16		28.581000
657		16		28.289000
658		16		28.228000
659		16		28.291000
660		16		28.308000
661		16		28.383000
662		16		28.346000
663		16		28.079000
664		16		28.554000
665		16		28.168000
666		16		28.965000
667		16		28.021000
668		16		28.346000
669		16		28.089000
670		16		28.676000
671		16		28.315000
672		16		28.119000
673		16		29.229000
674		16		27.875000
675		16		28.318000
676		16		28.383000
677		16		28.329000
678		16		28.405000
679		16		28.249000
680		16		28.369000
681		16		28.358000
682		16		28.071000
683		15		27.799000
684		15		27.918000
685		15		28.030000
686		15		28.084000
687		15		27.970000
688		15		27.843000
689		15		28.020000
690		15		28.008000
691		15		28.689000
692		15		28.166000
693		15		27.773000
694		15		27.785000
695		15		28.652000
696		15		27.782000
697		15		27.754000
698		15		27.786000
699		15		28.747000
700		15		28.091000
701		15		28.049000
702		15		28.718000
703		15		27.778000
704		15		27.582000
705		15		27.757000
706		15		29.359000
707		15		27.925000
708		15		28.054000
709		15		28.824000
710		15		27.848000
711		15		27.961000
712		15		27.778000
713		15		28.866000
714		15		28.451000
715		15		28.705000
716		15		28.250000
717		15		28.016000
718		15		27.854000
719		15		28.298000
720		15		28.909000
721		15		27.953000
722		15		28.132000
723		15		28.159000
724		15		28.930000
725		15		28.016000
726		15		28.325000
727		15		27.873000
728		15		27.905000
729		15		28.397000
730		15		28.345000
731		15		28.004000
732		14		27.702000
733		14		27.973000
734		14		35.668000
735		14		36.280000
736		14		36.579000
737		14		36.870000
738		14		36.200000
739		14		36.191000
740		14		36.962000
741		14		36.141000
742		14		36.059000
743		14		36.827000
744		14		36.017000
745		14		36.075000
746		14		37.549000
747		14		36.891000
748		14		36.383000
749		14		37.057000
750		14		37.012000
751		14		37.484000
752		14		38.531000
753		14		36.440000
754		14		36.281000
755		14		37.411000
756		14		36.647000
757		14		36.648000
758		14		36.742000
759		14		37.633000
760		14		36.770000
761		14		36.520000
762		14		37.285000
763		14		36.233000
764		14		36.255000
765		14		36.813000
766		14		36.318000
767		14		36.902000
768		14		36.152000
769		14		36.088000
770		14		36.988000
771		14		36.466000
772		14		36.142000
773		14		36.934000
774		14		36.145000
775		14		36.724000
776		14		36.108000
777		14		36.333000
778		14		36.384000
779		14		37.125000
780		14		36.251000
781		14		36.243000
782		14		37.398000
783		14		36.916000
784		14		36.331000
785		14		36.541000
786		14		37.271000
787		14		36.241000
788		13		35.884000
789		13		35.665000
790		13		35.542000
791		13		35.758000
792		13		35.807000
793		13		36.713000
794		13		35.887000
795		13		35.876000
796		13		36.847000
797		13		35.827000
798		13		35.853000
799		13		36.631000
800		13		35.705000
801		13		35.799000
802		13		37.215000
803		13		35.892000
804		13		36.701000
805		13		35.942000
806		13		36.058000
807		13		36.793000
808		13		36.054000
809		13		36.429000
810		13		36.557000
811		13		36.475000
812		13		36.270000
813		13		36.565000
814		13		36.696000
815		13		36.347000
816		13		36.863000
817		13		36.120000
818		13		36.897000
819		13		36.121000
820		13		36.099000
821		13		36.934000
822		13		36.210000
823		13		36.524000
824		13		37.174000
825		13		36.220000
826		13		36.210000
827		13		36.951000
828		13		36.803000
829		13		37.089000
830		13		36.241000
831		13		36.367000
832		13		36.901000
833		13		36.186000
834		13		36.280000
835		13		37.014000
836		13		36.316000
837		13		36.324000
838		13		37.420000
839		13		36.549000
840		13		37.267000
841		13		37.058000
842		13		36.455000
843		13		35.364000
844		13		30.945000
845		13		30.919000
846		13		30.939000
847		13		31.635000
848		13		30.921000
849		13		30.943000
850		13		32.797000
851		13		31.518000
852		13		31.635000
853		13		30.334000
854		12		29.575000
855		12		29.544000
856		12		29.529000
857		12		29.893000
858		12		29.526000
859		12		30.156000
860		12		29.342000
861		12		29.482000
862		12		29.550000
863		12		30.252000
864		12		29.269000
865		12		29.275000
866		12		29.307000
867		12		30.055000
868		12		29.904000
869		12		29.891000
870		12		30.521000
871		12		29.887000
872		12		29.650000
873		12		29.597000
874		12		29.689000
875		12		29.668000
876		12		29.248000
877		12		29.267000
878		12		29.446000
879		12		29.347000
880		12		30.224000
881		12		29.479000
882		12		29.358000
883		12		30.031000
884		12		30.156000
885		12		29.242000
886		12		29.431000
887		12		30.114000
888		12		29.386000
889		12		29.410000
890		12		29.340000
891		12		30.063000
892		12		29.359000
893		12		29.371000
894		12		30.101000
895		12		29.338000
896		12		29.251000
897		12		29.347000
898		12		29.351000
899		12		29.345000
900		12		30.170000
901		12		29.574000
902		12		29.426000
903		12		29.474000
904		12		30.216000
905		12		29.558000
906		12		29.511000
907		12		30.263000
908		12		29.459000
909		12		29.476000
910		12		29.531000
911		12		30.889000
912		12		29.427000
913		12		29.506000
914		12		29.575000
915		12		30.441000
916		12		29.688000
917		12		30.219000
918		12		30.247000
919		12		29.531000
920		12		29.483000
921		12		30.177000
922		12		29.555000
923		12		29.487000
924		12		29.460000
925		12		30.236000
926		12		29.486000
927		12		29.516000
928		12		30.252000
929		12		30.024000
930		12		29.351000
931		11		29.818000
932		11		29.343000
933		11		29.193000
934		11		29.104000
935		11		29.716000
936		11		29.069000
937		11		29.089000
938		11		29.130000
939		11		29.833000
940		11		29.319000
941		11		29.078000
942		11		29.809000
943		11		29.163000
944		11		29.137000
945		11		29.149000
946		11		29.814000
947		11		29.171000
948		11		29.345000
949		11		29.396000
950		11		29.342000
951		11		29.230000
952		11		29.929000
953		11		29.249000
954		11		29.591000
955		11		29.628000
956		11		29.257000
957		11		29.344000
958		11		29.598000
959		11		29.363000
960		11		29.388000
961		11		29.245000
962		11		29.198000
963		11		29.913000
964		11		29.330000
965		11		29.343000
966		11		29.904000
967		11		29.476000
968		11		29.482000
969		11		29.449000
970		11		29.520000
971		11		29.384000
972		11		29.227000
973		11		29.491000
974		11		29.896000
975		11		29.389000
976		11		29.350000
977		11		29.981000
978		11		29.381000
979		11		29.468000
980		11		30.307000
981		11		30.232000
982		11		29.970000
983		11		29.951000
984		11		29.836000
985		11		30.050000
986		11		29.886000
987		11		30.149000
988		11		29.877000
989		11		29.486000
990		11		29.944000
991		11		29.962000
992		11		29.845000
993		11		29.912000
994		11		30.121000
995		11		30.079000
996		11		30.056000
997		11		28.919000
998		11		27.037000
999		11		27.135000
1000		11		27.829000
1001		11		26.606000
1002		11		27.040000
1003		11		27.002000
1004		11		27.079000
1005		11		27.216000
1006		11		26.890000
1007		11		26.844000
1008		11		26.404000
1009		11		27.035000
1010		11		27.150000
1011		11		27.214000
1012		11		28.041000
1013		11		27.209000
1014		11		27.238000
1015		11		26.747000
1016		11		27.150000
1017		11		27.134000
1018		11		27.002000
1019		11		27.123000
1020		11		26.920000
1021		11		26.841000
1022		11		27.181000
1023		11		26.314000
1024		10		25.572000
